"X","BC07_tumor","BC07","BC08_tumor","BC08","BC09_tumor","BC09","BC10_tumor","BC10","GENENAME"
"Vwc2l",0,0,0,0,0,0,0,0,"von Willebrand factor C domain-containing protein 2-like"
"Bard1",314,349,266,375,407,372,288,537,"BRCA1 associated RING domain 1"
"Abca12",0,7,0,0,0,0,0,0,"ATP-binding cassette, sub-family A member 12"
"Atic",4795,5896,3427,5138,4811,9519,4358,9230,"5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase"
"Fn1",14899,13436,107109,57932,92500,17492,62925,54815,"fibronectin 1"
"Gm5528",0,1,0,0,4,5,1,1,"predicted gene 5528"
"Mreg",80,93,26,78,329,508,62,236,"melanoregulin"
"Pecr",239,274,116,288,319,218,220,303,"peroxisomal trans-2-enoyl-CoA reductase"
"Tmem169",23,8,2,17,10,5,18,16,"transmembrane protein 169"
"Xrcc5",774,842,415,781,1358,880,712,1022,"X-ray repair complementing defective repair in Chinese hamster cells 5"
"Marchf4",0,0,2,0,2,0,1,2,"membrane associated ring-CH-type finger 4"
"Smarcal1",477,560,404,766,654,424,427,534,"SNF2 related chromatin remodeling ATPase like 1"
"Ankar",0,3,0,0,0,0,0,0,"ankyrin and armadillo repeat containing"
"Rpl37a",5333,6378,4458,6824,5359,7299,4770,7281,"ribosomal protein L37a"
"Igfbp2",131,76,1660,6182,1021,53,578,114,"insulin-like growth factor binding protein 2"
"Igfbp5",3991,4259,2009,1389,202,66,76,57,"insulin-like growth factor binding protein 5"
"Tnp1",0,0,0,0,0,0,0,0,"transition protein 1"
"Tns1",1454,1296,10815,676,2360,649,4951,1787,"tensin 1"
"Rufy4",1244,1566,253,311,1423,833,14,4,"RUN and FYVE domain containing 4"
"Cxcr2",1,0,0,0,0,2,0,0,"C-X-C motif chemokine receptor 2"
"Cxcr1",0,1,0,0,0,0,0,0,"C-X-C motif chemokine receptor 1"
"Arpc2",3137,3884,7120,3866,6046,6028,5431,8000,"actin related protein 2/3 complex, subunit 2"
"Gpbar1",1,0,6,5,2,0,0,0,"G protein-coupled bile acid receptor 1"
"Aamp",1941,1983,1419,2035,1992,1887,1470,1885,"angio-associated migratory protein"
"Pnkd",454,601,306,525,708,547,444,607,"paroxysmal nonkinesiogenic dyskinesia"
"Tmbim1",935,832,1989,946,1794,1359,1175,1216,"transmembrane BAX inhibitor motif containing 1"
"Catip",5,1,37,1,10,0,16,8,"ciliogenesis associated TTC17 interacting protein"
"Slc11a1",38,2,52,5,6,0,47,8,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1"
"Ctdsp1",1798,2028,1599,2095,2033,2233,1481,2897,"CTD small phosphatase 1"
"Vil1",8,0,0,1,1,3,1,0,"villin 1"
"Usp37",876,940,635,902,1273,1007,675,1082,"ubiquitin specific peptidase 37"
"Cnot9",2088,2402,1581,2295,2470,2571,1823,2864,"CCR4-NOT transcription complex, subunit 9"
"Plcd4",19,14,6,17,13,15,9,19,"phospholipase C, delta 4"
"Zfp142",838,806,731,982,1007,952,659,1087,"zinc finger protein 142"
"Bcs1l",381,502,345,612,639,537,319,374,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"
"Rnf25",430,373,348,455,604,497,329,379,"ring finger protein 25"
"Stk36",76,102,113,251,70,55,104,92,"serine/threonine kinase 36"
"Ttll4",2097,2497,1252,2151,2159,2813,1113,2527,"tubulin tyrosine ligase-like family, member 4"
"Cyp27a1",150,85,34,19,154,51,15,3,"cytochrome P450, family 27, subfamily a, polypeptide 1"
"Prkag3",46,39,1,9,3,9,3,12,"protein kinase, AMP-activated, gamma 3 non-catalytic subunit"
"Wnt6",1160,940,52,76,6,1,7,6,"wingless-type MMTV integration site family, member 6"
"Wnt10a",1299,802,11,25,13,0,2,4,"wingless-type MMTV integration site family, member 10A"
"Cdk5r2",0,2,2,6,0,0,0,0,"cyclin dependent kinase 5, regulatory subunit 2"
"Fev",0,1,0,0,0,0,0,0,"FEV transcription factor, ETS family member"
"Cryba2",0,1,0,0,0,0,0,0,"crystallin, beta A2"
"Cfap65",0,3,0,0,0,0,0,0,"cilia and flagella associated protein 65"
"Ihh",2,4,2,2,0,3,3,0,"Indian hedgehog"
"Nhej1",122,105,84,123,110,79,102,94,"non-homologous end joining factor 1"
"Slc23a3",18,12,15,6,10,10,8,26,"solute carrier family 23 (nucleobase transporters), member 3"
"Cnppd1",940,811,1123,906,1331,932,883,965,"cyclin Pas1/PHO80 domain containing 1"
"Retreg2",1278,1114,1003,1174,1463,1202,1044,1502,"reticulophagy regulator family member 2"
"Zfand2b",262,225,183,230,461,220,228,279,"zinc finger, AN1 type domain 2B"
"Abcb6",551,524,449,517,786,551,471,571,"ATP-binding cassette, sub-family B member 6"
"Atg9a",1002,1064,1232,1197,1383,1056,1109,1140,"autophagy related 9A"
"Ankzf1",265,176,193,216,279,201,174,178,"ankyrin repeat and zinc finger domain containing 1"
"Glb1l",107,96,164,115,149,79,107,115,"galactosidase, beta 1-like"
"Stk16",930,877,821,1096,1067,1400,810,1101,"serine/threonine kinase 16"
"Tuba4a",616,888,1288,299,1260,1958,1459,2144,"tubulin, alpha 4A"
"A630095N17Rik",0,0,0,0,0,0,0,0,"RIKEN cDNA A630095N17 gene"
"Dnajb2",326,255,686,444,576,350,499,587,"DnaJ heat shock protein family (Hsp40) member B2"
"Ptprn",52,42,2749,115,582,418,890,855,"protein tyrosine phosphatase receptor type N"
"Resp18",2,0,0,0,0,0,0,0,"regulated endocrine-specific protein 18"
"Dnpep",972,839,1615,1210,1049,527,1451,999,"aspartyl aminopeptidase"
"Des",27,15,3295,76,909,18,501,39,"desmin"
"Speg",210,330,1139,354,222,73,502,269,"SPEG complex locus"
"Gmppa",888,779,810,970,946,447,747,512,"GDP-mannose pyrophosphorylase A"
"Asic4",1,8,5,1,2,0,0,0,"acid-sensing ion channel family member 4"
"Chpf",1235,1068,2225,1293,1434,1788,1858,2221,"chondroitin polymerizing factor"
"Tmem198",53,27,41,22,26,29,19,49,"transmembrane protein 198"
"Obsl1",1525,1056,1216,1993,1070,752,1524,1361,"obscurin-like 1"
"Inha",57,46,68,35,38,22,45,26,"inhibin alpha"
"Stk11ip",1732,1548,300,626,598,504,386,544,"serine/threonine kinase 11 interacting protein"
"Slc4a3",120,128,458,299,237,134,257,123,"solute carrier family 4 (anion exchanger), member 3"
"Epha4",69,73,173,64,13,9,40,52,"Eph receptor A4"
"Pax3",0,0,0,2,881,178,0,0,"paired box 3"
"Gm2102",0,0,0,3,6,26,0,0,"predicted gene 2102"
"Sgpp2",7,8,0,8,21,9,1,9,"sphingosine-1-phosphate phosphatase 2"
"Farsb",1835,2148,1339,1705,2693,2839,1746,2700,"phenylalanyl-tRNA synthetase, beta subunit"
"Mogat1",0,0,1,0,7,0,0,0,"monoacylglycerol O-acyltransferase 1"
"Acsl3",872,1388,672,2194,1540,1064,1233,1519,"acyl-CoA synthetase long-chain family member 3"
"Utp14b",146,313,129,315,228,268,228,393,"UTP14B small subunit processome component"
"Kcne4",249,115,149,30,22,0,58,8,"potassium voltage-gated channel, Isk-related subfamily, gene 4"
"Scg2",0,0,2,4,0,0,1,0,"secretogranin II"
"Ap1s3",88,119,70,187,100,131,28,39,"adaptor-related protein complex AP-1, sigma 3"
"Wdfy1",321,158,902,249,539,302,451,477,"WD repeat and FYVE domain containing 1"
"Mrpl44",460,491,356,423,755,461,367,500,"mitochondrial ribosomal protein L44"
"Serpine2",161,69,4610,3075,2117,632,1343,905,"serine (or cysteine) peptidase inhibitor, clade E, member 2"
"Fam124b",0,1,4,0,0,0,0,0,"family with sequence similarity 124, member B"
"Cul3",1975,2558,2482,2359,2977,3274,2526,4331,"cullin 3"
"Dock10",31,5,49,48,118,8,76,50,"dedicator of cytokinesis 10"
"Nyap2",0,0,0,2,0,0,0,0,"neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2"
"Irs1",422,450,582,1097,659,309,644,1594,"insulin receptor substrate 1"
"Rhbdd1",409,449,663,484,1570,681,587,704,"rhomboid domain containing 1"
"Col4a4",74,130,67,4,62,14,6,9,"collagen, type IV, alpha 4"
"Col4a3",45,72,109,1,14,7,4,6,"collagen, type IV, alpha 3"
"Mff",1156,1255,1263,1185,1766,1322,1252,1418,"mitochondrial fission factor"
"Tm4sf20",1,0,2,0,0,1,3,0,"transmembrane 4 L six family member 20"
"Agfg1",1493,2002,2211,1808,2548,2508,1754,2404,"ArfGAP with FG repeats 1"
"Slc19a3",7,5,5,0,13,0,4,0,"solute carrier family 19, member 3"
"Krtap28-13",0,0,0,0,0,0,0,0,"keratin associated protein 28-13"
"Ccl20",10,2,6,0,5,0,3,1,"C-C motif chemokine ligand 20"
"Daw1",1,1,0,0,1,1,0,0,"dynein assembly factor with WDR repeat domains 1"
"Sphkap",0,0,10,0,0,0,0,0,"SPHK1 interactor, AKAP domain containing"
"Pid1",20,17,130,141,31,5,84,21,"phosphotyrosine interaction domain containing 1"
"Dner",5,9,30,133,0,1,22,12,"delta/notch-like EGF repeat containing"
"Gm57795",0,0,0,0,0,0,0,0,"predicted gene, 57795"
"Trip12",3577,4626,5851,4905,5525,5844,5218,6501,"thyroid hormone receptor interactor 12"
"Fbxo36",43,53,35,95,79,40,53,47,"F-box protein 36"
"Slc16a14",0,4,0,4,4,2,0,0,"solute carrier family 16 (monocarboxylic acid transporters), member 14"
"Sp140l1",1,13,1,0,0,1,1,0,"Sp140 nuclear body protein like 1"
"Gm38510",0,4,0,0,0,0,1,0,"predicted gene, 38510"
"Gm53253",15,3,29,24,9,8,15,15,"predicted gene, 53253"
"Gm7609",6,3,1,0,0,0,0,0,"predicted pseudogene 7609"
"Sp140l2",3,11,0,0,0,0,2,0,"Sp140 nuclear body protein like 2"
"Gm53567",0,4,0,0,0,0,2,0,"predicted gene, 53567"
"Gm7592",5,4,0,0,0,0,2,1,"predicted gene 7592"
"Gm2427",68,35,82,147,42,64,88,99,"predicted gene 2427"
"Sp110",346,41,14,0,14,2,9,5,"Sp110 nuclear body protein"
"Sp140",287,85,130,69,75,36,104,67,"Sp140 nuclear body protein"
"Sp100",422,114,94,5,90,5,76,44,"nuclear antigen Sp100"
"A630001G21Rik",102,127,26,10,13,0,9,6,"RIKEN cDNA A630001G21 gene"
"Cab39",1818,2179,2411,1876,3195,2672,2112,2750,"calcium binding protein 39"
"Itm2c",2269,1761,3915,1743,3325,1395,2917,1864,"integral membrane protein 2C"
"Gpr55",4,1,1,0,0,0,0,0,"G protein-coupled receptor 55"
"Spata3",0,0,0,0,0,0,0,0,"spermatogenesis associated 3"
"2810459M11Rik",2,3,2,15,0,0,0,0,"RIKEN cDNA 2810459M11 gene"
"Psmd1",4958,5143,4624,4034,3622,6605,5338,10003,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1"
"Htr2b",3,18,24,10,12,12,8,45,"5-hydroxytryptamine (serotonin) receptor 2B"
"Armc9",275,259,195,347,354,461,245,627,"armadillo repeat containing 9"
"B3gnt7",3,0,3,0,2,0,4,1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"
"Gm5258",0,0,0,0,0,0,0,0,"predicted gene 5258"
"Ncl",26443,32652,17446,25699,30444,56204,24285,53655,"nucleolin"
"Nmur1",0,1,1,0,1,0,0,2,"neuromedin U receptor 1"
"Tex44",0,0,0,0,0,0,0,0,"testis expressed 44"
"Ptma",47427,51079,21679,39572,43835,43499,32416,60599,"prothymosin alpha"
"Pde6d",450,374,470,498,603,422,482,483,"phosphodiesterase 6D, cGMP-specific, rod, delta"
"Cops7b",612,605,436,618,646,733,503,803,"COP9 signalosome subunit 7B"
"Nppc",6,0,70,0,17,10,1,0,"natriuretic peptide type C"
"Dis3l2",333,305,204,358,361,333,157,228,"DIS3 like 3'-5' exoribonuclease 2"
"Alppl2",0,0,0,0,0,0,0,0,"alkaline phosphatase, placental-like 2"
"Alpi",1,0,0,0,0,0,0,0,"alkaline phosphatase, intestinal"
"Akp3",0,2,0,0,0,0,0,0,"alkaline phosphatase 3, intestine, not Mn requiring"
"Ecel1",0,1,10,0,2,4,1,0,"endothelin converting enzyme-like 1"
"Prss56",1,0,2,0,3,6,4,4,"serine protease 56"
"Chrnd",0,1,5,0,0,0,0,0,"cholinergic receptor, nicotinic, delta polypeptide"
"Chrng",0,0,11,3,0,0,0,0,"cholinergic receptor, nicotinic, gamma polypeptide"
"Eif4e2",1925,2074,1911,2108,2271,2211,1832,2279,"eukaryotic translation initiation factor 4E member 2"
"Efhd1",4,2,9,47,37,1,0,0,"EF hand domain containing 1"
"Gigyf2",1521,1754,1358,1914,1851,2155,1426,2086,"GRB10 interacting GYF protein 2"
"Kcnj13",12,5,4,0,8,2,1,5,"potassium inwardly-rectifying channel, subfamily J, member 13"
"Snorc",23,4,0,0,30,0,0,0,"secondary ossification center associated regulator of chondrocyte maturation"
"Ngef",63,130,10,19,47,32,4,48,"neuronal guanine nucleotide exchange factor"
"Neu2",0,0,0,0,0,0,0,0,"neuraminidase 2"
"Inpp5d",132,105,111,3,18,0,30,2,"inositol polyphosphate-5-phosphatase D"
"Atg16l1",669,544,621,473,753,703,538,798,"autophagy related 16 like 1"
"Sag",4,2,0,2,4,2,1,7,"S-antigen, retina and pineal gland (arrestin)"
"Dgkd",1506,1733,1291,1363,2755,1931,1335,2210,"diacylglycerol kinase, delta"
"Usp40",903,1144,927,1237,1086,1337,815,914,"ubiquitin specific peptidase 40"
"Ugt1a10",0,0,0,0,0,0,0,0,"UDP glycosyltransferase 1 family, polypeptide A10"
"Ugt1a9",0,0,1,0,0,0,0,0,"UDP glucuronosyltransferase 1 family, polypeptide A9"
"Ugt1a8",0,0,0,0,0,0,0,0,"UDP glucuronosyltransferase 1 family, polypeptide A8"
"Ugt1a7c",5,0,373,10,77,2,99,31,"UDP glucuronosyltransferase 1 family, polypeptide A7C"
"Ugt1a6b",0,0,3,0,3,0,1,4,"UDP glucuronosyltransferase 1 family, polypeptide A6B"
"Ugt1a6a",5,2,89,99,25,1,73,53,"UDP glucuronosyltransferase 1 family, polypeptide A6A"
"Ugt1a5",0,0,0,0,0,0,1,0,"UDP glucuronosyltransferase 1 family, polypeptide A5"
"Ugt1a2",0,0,0,0,0,0,1,0,"UDP glucuronosyltransferase 1 family, polypeptide A2"
"Dnajb3",26,19,27,0,9,7,6,34,"DnaJ heat shock protein family (Hsp40) member B3"
"Ugt1a1",0,0,0,1,3,0,0,0,"UDP glucuronosyltransferase 1 family, polypeptide A1"
"Mroh2a",0,1,3,0,2,0,0,1,"maestro heat-like repeat family member 2A"
"Hjurp",6786,7294,3954,6883,5571,4352,4708,7390,"Holliday junction recognition protein"
"Trpm8",11,3,0,0,0,1,0,0,"transient receptor potential cation channel, subfamily M, member 8"
"Spp2",0,2,0,0,0,0,0,0,"secreted phosphoprotein 2"
"Glrp1",42,24,12,1,60,7,8,4,"glutamine repeat protein 1"
"Arl4c",1810,1682,670,142,1934,802,415,440,"ADP-ribosylation factor-like 4C"
"Sh3bp4",2577,3003,763,356,1221,608,1225,1870,"SH3-domain binding protein 4"
"Agap1",1149,1361,610,538,2001,791,1028,926,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
"Gbx2",0,0,51,6,9,4,0,2,"gastrulation brain homeobox 2"
"LOC102637806",0,0,11,0,0,0,5,0,"uncharacterized LOC102637806"
"Asb18",0,0,0,0,0,0,0,0,"ankyrin repeat and SOCS box-containing 18"
"Iqca1",1,1,0,1,0,0,0,0,"IQ motif containing with AAA domain 1"
"Ackr3",364,199,515,431,722,293,455,161,"atypical chemokine receptor 3"
"Cops8",1644,1778,1408,1583,1994,2317,1685,2348,"COP9 signalosome subunit 8"
"Col6a3",7635,5489,22889,2811,9575,2406,14575,9050,"collagen, type VI, alpha 3"
"Mlph",88,58,9,3,111,9,15,13,"melanophilin"
"Prlh",0,4,0,0,0,0,0,0,"prolactin releasing hormone"
"Rab17",14,4,4,0,135,1,0,0,"RAB17, member RAS oncogene family"
"Lrrfip1",1334,1383,5067,1040,3045,4054,2576,4118,"leucine rich repeat (in FLII) interacting protein 1"
"Rbm44",5,0,1,0,0,0,1,1,"RNA binding motif protein 44"
"Ramp1",49,14,49,2,69,26,7,0,"receptor (calcitonin) activity modifying protein 1"
"Ube2f",544,603,797,452,800,856,664,750,"ubiquitin-conjugating enzyme E2F (putative)"
"Scly",364,287,318,259,966,313,595,283,"selenocysteine lyase"
"Espnl",22,18,0,9,22,14,7,4,"espin-like"
"Klhl30",193,88,75,22,187,3,11,4,"kelch-like 30"
"Erfe",159,109,172,26,126,74,77,30,"erythroferrone"
"Ilkap",822,822,666,899,1100,999,788,1097,"integrin-linked kinase-associated serine/threonine phosphatase 2C"
"Hes6",241,185,287,206,584,308,273,196,"hairy and enhancer of split 6"
"Per2",187,167,225,114,170,139,68,171,"period circadian clock 2"
"Traf3ip1",247,272,245,298,344,383,235,412,"TRAF3 interacting protein 1"
"Asb1",226,285,518,457,473,457,406,488,"ankyrin repeat and SOCS box-containing 1"
"Twist2",955,1041,628,264,1394,1763,1017,1456,"twist basic helix-loop-helix transcription factor 2"
"Hdac4",331,419,678,476,1212,706,793,743,"histone deacetylase 4"
"Ndufa10",1771,2104,1409,2107,2531,2431,1717,2541,"NADH:ubiquinone oxidoreductase subunit A10"
"Or6b2",0,0,0,0,0,0,0,0,"olfactory receptor family 6 subfamily B member 2"
"Or6b2b",0,0,0,0,0,0,0,0,"olfactory receptor family 6 subfamily B member 2B"
"Or6b3",0,0,0,0,0,0,0,0,"olfactory receptor family 6 subfamily B member 3"
"Or9s23",0,0,0,0,0,0,0,0,"olfactory receptor family 9 subfamily S member 23"
"Or9s27",0,0,0,0,0,0,0,0,"olfactory receptor family 9 subfamily S member 27"
"Or9s15",0,0,0,0,0,0,0,0,"olfactory receptor family 9 subfamily S member 15"
"Or9s14",0,0,0,0,0,0,0,0,"olfactory receptor family 9 subfamily S member 14"
"Or9s13",0,0,0,0,2,0,0,0,"olfactory receptor family 9 subfamily S member 13"
"Cops9",464,383,413,510,550,428,326,463,"COP9 signalosome subunit 9"
"Otos",4,0,1,2,4,3,3,3,"otospiralin"
"Gpc1",9365,5700,2286,1634,3726,1719,2133,1763,"glypican 1"
"Ankmy1",14,7,2,10,8,1,5,6,"ankyrin repeat and MYND domain containing 1"
"Dusp28",113,90,50,48,143,92,31,21,"dual specificity phosphatase 28"
"Rnpepl1",728,704,923,781,977,714,428,386,"arginyl aminopeptidase (aminopeptidase B)-like 1"
"Capn10",404,389,366,409,528,365,388,399,"calpain 10"
"Gpr35",23,17,70,17,29,3,103,28,"G protein-coupled receptor 35"
"Aqp12",0,0,0,0,0,0,0,0,"aquaporin 12"
"Kif1a",247,177,1458,77,141,13,275,53,"kinesin family member 1A"
"Agxt",0,0,2,1,0,0,0,0,"alanine-glyoxylate aminotransferase"
"Mab21l4",4,36,1,0,6,0,0,0,"mab-21-like 4"
"Crocc2",494,295,19,244,4,0,7,9,"ciliary rootlet coiled-coil, rootletin family member 2"
"Sned1",2655,2550,430,6002,44,30,99,168,"sushi, nidogen and EGF-like domains 1"
"Mterf4",275,225,189,224,311,155,188,224,"mitochondrial transcription termination factor 4"
"Pask",387,466,335,559,639,371,398,627,"PAS domain containing serine/threonine kinase"
"Ppp1r7",1053,1430,969,1681,1181,1649,951,1442,"protein phosphatase 1, regulatory subunit 7"
"Ano7",5,3,6,1,0,0,0,1,"anoctamin 7"
"Hdlbp",10111,12928,18876,13884,12070,15125,17046,17622,"high density lipoprotein (HDL) binding protein"
"Gm17415",5,3,3,4,3,1,2,13,"predicted gene, 17415"
"Septin2",4634,5824,6086,5713,7074,4898,6601,7113,"septin 2"
"Farp2",280,444,297,506,292,438,244,485,"FERM, RhoGEF and pleckstrin domain protein 2"
"Stk25",1093,1050,1449,1488,1921,1460,1535,1211,"serine/threonine kinase 25 (yeast)"
"Bok",1314,1062,1269,1069,1618,992,1112,1684,"BCL2-related ovarian killer"
"Thap4",736,757,670,875,986,670,719,1024,"THAP domain containing 4"
"Atg4b",695,757,881,1065,1013,791,791,974,"autophagy related 4B, cysteine peptidase"
"Dtymk",2417,2199,1465,2335,2420,2116,1524,2643,"deoxythymidylate kinase"
"Ing5",686,760,565,724,746,889,618,988,"inhibitor of growth family, member 5"
"D2hgdh",252,350,270,539,423,377,309,377,"D-2-hydroxyglutarate dehydrogenase"
"Gal3st2",7,3,390,1,23,1,23,0,"galactose-3-O-sulfotransferase 2"
"Gal3st2b",3,2,138,0,10,0,11,0,"galactose-3-O-sulfotransferase 2B"
"Gal3st2c",1,2,19,0,0,0,1,0,"galactose-3-O-sulfotransferase 2C"
"Neu4",0,0,0,0,2,0,0,0,"sialidase 4"
"Pdcd1",73,15,0,0,0,0,0,0,"programmed cell death 1"
"Fam174a",379,223,304,258,338,189,208,194,"family with sequence similarity 174, member A"
"St8sia4",61,54,97,3,33,0,20,0,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
"Slco4c1",14,7,0,0,0,0,0,0,"solute carrier organic anion transporter family, member 4C1"
"Slco6c1",0,0,0,0,0,0,0,0,"solute carrier organic anion transporter family, member 6c1"
"Gm7133",0,0,0,0,0,0,0,0,"predicted gene 7133"
"Gm7135",0,0,0,0,0,0,0,0,"predicted gene 7135"
"Macir",498,594,465,526,938,1110,626,1197,"macrophage immunometabolism regulator"
"Ppip5k2",1138,1738,1004,1760,1816,1858,1054,2259,"diphosphoinositol pentakisphosphate kinase 2"
"Gin1",244,236,144,220,228,268,108,301,"gypsy retrotransposon integrase 1"
"Pam",5471,2903,2493,1708,1733,2144,1684,2694,"peptidylglycine alpha-amidating monooxygenase"
"Slco6d1",0,0,1,2,0,0,1,0,"solute carrier organic anion transporter family, member 6d1"
"Cntnap5b",28,36,0,2,0,0,0,0,"contactin associated protein-like 5B"
"Gm53575",70,114,122,29,42,33,108,97,"predicted gene, 53575"
"Gm29667",18,25,15,12,7,19,24,22,"predicted gene 29667"
"Cdh20",0,2,0,1,0,0,0,0,"cadherin 20"
"Rnf152",4,2,30,2,17,2,49,34,"ring finger protein 152"
"Pign",985,1071,1282,1387,2239,1212,1619,1668,"phosphatidylinositol glycan anchor biosynthesis, class N"
"Relch",537,611,734,724,687,579,571,627,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
"Gm10193",6,9,2,6,3,8,2,7,"predicted gene 10193"
"Tnfrsf11a",9,21,89,4,14,13,268,325,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator"
"Zcchc2",563,747,657,472,875,1341,880,1637,"zinc finger, CCHC domain containing 2"
"Phlpp1",233,340,702,338,882,564,706,1262,"PH domain and leucine rich repeat protein phosphatase 1"
"Bcl2",978,972,412,56,371,199,198,280,"B cell leukemia/lymphoma 2"
"Kdsr",808,734,588,622,1025,758,528,781,"3-ketodihydrosphingosine reductase"
"Vps4b",1415,1743,1403,1535,2348,1687,1542,1864,"vacuolar protein sorting 4B"
"Serpinb5",0,0,7,0,1,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B, member 5"
"Serpinb12",0,0,0,0,0,0,3,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12"
"Serpinb13",0,0,0,0,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13"
"Serpinb3a",0,0,0,0,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3A"
"Serpinb3d",0,0,0,0,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3D"
"Serpinb3b",0,0,0,0,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3B"
"Serpinb3c",0,0,0,0,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B, member 3C"
"Serpinb11",0,0,0,0,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 11"
"Serpinb7",0,0,0,4,0,0,1,0,"serine (or cysteine) peptidase inhibitor, clade B, member 7"
"Serpinb2",1,0,89,1,5,15,2,14,"serine (or cysteine) peptidase inhibitor, clade B, member 2"
"Serpinb10",0,0,0,0,0,0,1,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10"
"Serpinb8",3,10,35,62,24,7,5,7,"serine (or cysteine) peptidase inhibitor, clade B, member 8"
"Cdh7",0,0,0,0,0,0,0,0,"cadherin 7, type 2"
"Cdh19",0,1,18,178,676,24,0,0,"cadherin 19, type 2"
"Dsel",246,221,536,414,299,300,393,368,"dermatan sulfate epimerase-like"
"Cntnap5a",2,6,2,0,1,0,3,0,"contactin associated protein-like 5A"
"B020011L13Rik",1,1,0,0,0,0,0,0,"RIKEN cDNA B020011L13 gene"
"Tsn",4166,6778,2423,3019,3712,3373,2744,4001,"translin"
"Nifk",3158,5015,1043,1764,2304,2561,1336,2223,"nucleolar protein interacting with the FHA domain of MKI67"
"Clasp1",2301,3616,1930,1949,1955,2023,1749,2256,"CLIP associating protein 1"
