X,BC07,BC08,BC09,BC10,GENENAME
Itm2c,1761,1743,1395,1864,integral membrane protein 2C
Gpr55,1,0,0,0,G protein-coupled receptor 55
Spata3,0,0,0,0,spermatogenesis associated 3
2810459M11Rik,3,15,0,0,RIKEN cDNA 2810459M11 gene
Psmd1,5143,4034,6605,10003,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1"
Htr2b,18,10,12,45,5-hydroxytryptamine (serotonin) receptor 2B
Armc9,259,347,461,627,armadillo repeat containing 9
B3gnt7,0,0,0,1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"
Gm5258,0,0,0,0,predicted gene 5258
Ncl,32652,25699,56204,53655,nucleolin
Nmur1,1,0,0,2,neuromedin U receptor 1
Tex44,0,0,0,0,testis expressed 44
Ptma,51079,39572,43499,60599,prothymosin alpha
Pde6d,374,498,422,483,"phosphodiesterase 6D, cGMP-specific, rod, delta"
Cops7b,605,618,733,803,COP9 signalosome subunit 7B
Nppc,0,0,10,0,natriuretic peptide type C
Dis3l2,305,358,333,228,DIS3 like 3'-5' exoribonuclease 2
Alppl2,0,0,0,0,"alkaline phosphatase, placental-like 2"
Alpi,0,0,0,0,"alkaline phosphatase, intestinal"
Akp3,2,0,0,0,"alkaline phosphatase 3, intestine, not Mn requiring"
Ecel1,1,0,4,0,endothelin converting enzyme-like 1
Prss56,0,0,6,4,serine protease 56
Chrnd,1,0,0,0,"cholinergic receptor, nicotinic, delta polypeptide"
Chrng,0,3,0,0,"cholinergic receptor, nicotinic, gamma polypeptide"
Eif4e2,2074,2108,2211,2279,eukaryotic translation initiation factor 4E member 2
Efhd1,2,47,1,0,EF hand domain containing 1
Gigyf2,1754,1914,2155,2086,GRB10 interacting GYF protein 2
Kcnj13,5,0,2,5,"potassium inwardly-rectifying channel, subfamily J, member 13"
Snorc,4,0,0,0,secondary ossification center associated regulator of chondrocyte maturation
Ngef,130,19,32,48,neuronal guanine nucleotide exchange factor
Neu2,0,0,0,0,neuraminidase 2
Inpp5d,105,3,0,2,inositol polyphosphate-5-phosphatase D
Atg16l1,544,473,703,798,autophagy related 16 like 1
Sag,2,2,2,7,"S-antigen, retina and pineal gland (arrestin)"
Dgkd,1733,1363,1931,2210,"diacylglycerol kinase, delta"
Usp40,1144,1237,1337,914,ubiquitin specific peptidase 40
Ugt1a10,0,0,0,0,"UDP glycosyltransferase 1 family, polypeptide A10"
Ugt1a9,0,0,0,0,"UDP glucuronosyltransferase 1 family, polypeptide A9"
Ugt1a8,0,0,0,0,"UDP glucuronosyltransferase 1 family, polypeptide A8"
Ugt1a7c,0,10,2,31,"UDP glucuronosyltransferase 1 family, polypeptide A7C"
Ugt1a6b,0,0,0,4,"UDP glucuronosyltransferase 1 family, polypeptide A6B"
Ugt1a6a,2,99,1,53,"UDP glucuronosyltransferase 1 family, polypeptide A6A"
Ugt1a5,0,0,0,0,"UDP glucuronosyltransferase 1 family, polypeptide A5"
Ugt1a2,0,0,0,0,"UDP glucuronosyltransferase 1 family, polypeptide A2"
Dnajb3,19,0,7,34,DnaJ heat shock protein family (Hsp40) member B3
Ugt1a1,0,1,0,0,"UDP glucuronosyltransferase 1 family, polypeptide A1"
Mroh2a,1,0,0,1,maestro heat-like repeat family member 2A
Hjurp,7294,6883,4352,7390,Holliday junction recognition protein
Trpm8,3,0,1,0,"transient receptor potential cation channel, subfamily M, member 8"
Spp2,2,0,0,0,secreted phosphoprotein 2
Glrp1,24,1,7,4,glutamine repeat protein 1
Arl4c,1682,142,802,440,ADP-ribosylation factor-like 4C
Sh3bp4,3003,356,608,1870,SH3-domain binding protein 4
Agap1,1361,538,791,926,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
Gbx2,0,6,4,2,gastrulation brain homeobox 2
LOC102637806,0,0,0,0,uncharacterized LOC102637806
Asb18,0,0,0,0,ankyrin repeat and SOCS box-containing 18
Iqca1,1,1,0,0,IQ motif containing with AAA domain 1
Ackr3,199,431,293,161,atypical chemokine receptor 3
Cops8,1778,1583,2317,2348,COP9 signalosome subunit 8
Col6a3,5489,2811,2406,9050,"collagen, type VI, alpha 3"
Mlph,58,3,9,13,melanophilin
Prlh,4,0,0,0,prolactin releasing hormone
Rab17,4,0,1,0,"RAB17, member RAS oncogene family"
Lrrfip1,1383,1040,4054,4118,leucine rich repeat (in FLII) interacting protein 1
Rbm44,0,0,0,1,RNA binding motif protein 44
Ramp1,14,2,26,0,receptor (calcitonin) activity modifying protein 1
Ube2f,603,452,856,750,ubiquitin-conjugating enzyme E2F (putative)
Scly,287,259,313,283,selenocysteine lyase
Espnl,18,9,14,4,espin-like
Klhl30,88,22,3,4,kelch-like 30
Erfe,109,26,74,30,erythroferrone
Ilkap,822,899,999,1097,integrin-linked kinase-associated serine/threonine phosphatase 2C
Hes6,185,206,308,196,hairy and enhancer of split 6
Per2,167,114,139,171,period circadian clock 2
Traf3ip1,272,298,383,412,TRAF3 interacting protein 1
Asb1,285,457,457,488,ankyrin repeat and SOCS box-containing 1
Twist2,1041,264,1763,1456,twist basic helix-loop-helix transcription factor 2
Hdac4,419,476,706,743,histone deacetylase 4
Ndufa10,2104,2107,2431,2541,NADH:ubiquinone oxidoreductase subunit A10
Or6b2,0,0,0,0,olfactory receptor family 6 subfamily B member 2
Or6b2b,0,0,0,0,olfactory receptor family 6 subfamily B member 2B
Or6b3,0,0,0,0,olfactory receptor family 6 subfamily B member 3
Or9s23,0,0,0,0,olfactory receptor family 9 subfamily S member 23
Or9s27,0,0,0,0,olfactory receptor family 9 subfamily S member 27
Or9s15,0,0,0,0,olfactory receptor family 9 subfamily S member 15
Or9s14,0,0,0,0,olfactory receptor family 9 subfamily S member 14
Or9s13,0,0,0,0,olfactory receptor family 9 subfamily S member 13
Cops9,383,510,428,463,COP9 signalosome subunit 9
Otos,0,2,3,3,otospiralin
Gpc1,5700,1634,1719,1763,glypican 1
Ankmy1,7,10,1,6,ankyrin repeat and MYND domain containing 1
Dusp28,90,48,92,21,dual specificity phosphatase 28
Rnpepl1,704,781,714,386,arginyl aminopeptidase (aminopeptidase B)-like 1
Capn10,389,409,365,399,calpain 10
Gpr35,17,17,3,28,G protein-coupled receptor 35
Aqp12,0,0,0,0,aquaporin 12
Kif1a,177,77,13,53,kinesin family member 1A
Agxt,0,1,0,0,alanine-glyoxylate aminotransferase
Mab21l4,36,0,0,0,mab-21-like 4
Crocc2,295,244,0,9,"ciliary rootlet coiled-coil, rootletin family member 2"
Sned1,2550,6002,30,168,"sushi, nidogen and EGF-like domains 1"
Mterf4,225,224,155,224,mitochondrial transcription termination factor 4
Pask,466,559,371,627,PAS domain containing serine/threonine kinase
Ppp1r7,1430,1681,1649,1442,"protein phosphatase 1, regulatory subunit 7"
Ano7,3,1,0,1,anoctamin 7
Hdlbp,12928,13884,15125,17622,high density lipoprotein (HDL) binding protein
Gm17415,3,4,1,13,"predicted gene, 17415"
Septin2,5824,5713,4898,7113,septin 2
Farp2,444,506,438,485,"FERM, RhoGEF and pleckstrin domain protein 2"
Stk25,1050,1488,1460,1211,serine/threonine kinase 25 (yeast)
Bok,1062,1069,992,1684,BCL2-related ovarian killer
Thap4,757,875,670,1024,THAP domain containing 4
Atg4b,757,1065,791,974,"autophagy related 4B, cysteine peptidase"
Dtymk,2199,2335,2116,2643,deoxythymidylate kinase
Ing5,760,724,889,988,"inhibitor of growth family, member 5"
D2hgdh,350,539,377,377,D-2-hydroxyglutarate dehydrogenase
Gal3st2,3,1,1,0,galactose-3-O-sulfotransferase 2
Gal3st2b,2,0,0,0,galactose-3-O-sulfotransferase 2B
Gal3st2c,2,0,0,0,galactose-3-O-sulfotransferase 2C
Neu4,0,0,0,0,sialidase 4
Pdcd1,15,0,0,0,programmed cell death 1
Fam174a,223,258,189,194,"family with sequence similarity 174, member A"
St8sia4,54,3,0,0,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
Slco4c1,7,0,0,0,"solute carrier organic anion transporter family, member 4C1"
Slco6c1,0,0,0,0,"solute carrier organic anion transporter family, member 6c1"
Gm7133,0,0,0,0,predicted gene 7133
Gm7135,0,0,0,0,predicted gene 7135
Macir,594,526,1110,1197,macrophage immunometabolism regulator
Ppip5k2,1738,1760,1858,2259,diphosphoinositol pentakisphosphate kinase 2
Gin1,236,220,268,301,gypsy retrotransposon integrase 1
Pam,2903,1708,2144,2694,peptidylglycine alpha-amidating monooxygenase
Slco6d1,0,2,0,0,"solute carrier organic anion transporter family, member 6d1"
Cntnap5b,36,2,0,0,contactin associated protein-like 5B
Gm53575,114,29,33,97,"predicted gene, 53575"
Gm29667,25,12,19,22,predicted gene 29667
Cdh20,2,1,0,0,cadherin 20
Rnf152,2,2,2,34,ring finger protein 152
Pign,1071,1387,1212,1668,"phosphatidylinositol glycan anchor biosynthesis, class N"
Relch,611,724,579,627,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
Gm10193,9,6,8,7,predicted gene 10193
Tnfrsf11a,21,4,13,325,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator"
Zcchc2,747,472,1341,1637,"zinc finger, CCHC domain containing 2"
Phlpp1,340,338,564,1262,PH domain and leucine rich repeat protein phosphatase 1
Bcl2,972,56,199,280,B cell leukemia/lymphoma 2
Kdsr,734,622,758,781,3-ketodihydrosphingosine reductase
Vps4b,1743,1535,1687,1864,vacuolar protein sorting 4B
Serpinb5,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B, member 5"
Serpinb12,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12"
Serpinb13,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13"
Serpinb3a,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3A"
Serpinb3d,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3D"
Serpinb3b,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3B"
Serpinb3c,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B, member 3C"
Serpinb11,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 11"
Serpinb7,0,4,0,0,"serine (or cysteine) peptidase inhibitor, clade B, member 7"
Serpinb2,0,1,15,14,"serine (or cysteine) peptidase inhibitor, clade B, member 2"
Serpinb10,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10"
Serpinb8,10,62,7,7,"serine (or cysteine) peptidase inhibitor, clade B, member 8"
Cdh7,0,0,0,0,"cadherin 7, type 2"
Cdh19,1,178,24,0,"cadherin 19, type 2"
Dsel,221,414,300,368,dermatan sulfate epimerase-like
Cntnap5a,6,0,0,0,contactin associated protein-like 5A
B020011L13Rik,1,0,0,0,RIKEN cDNA B020011L13 gene
Tsn,6778,3019,3373,4001,translin
Nifk,5015,1764,2561,2223,nucleolar protein interacting with the FHA domain of MKI67
Clasp1,3616,1949,2023,2256,CLIP associating protein 1
Tfcp2l1,147,1,9,2,transcription factor CP2-like 1
Gli2,19689,380,1792,570,GLI-Kruppel family member GLI2
Inhbb,349,47,393,71,inhibin beta-B
Ralb,7021,663,741,1298,v-ral simian leukemia viral oncogene B
Tmem185b,6079,441,468,512,transmembrane protein 185B
Epb41l5,1435,82,181,175,erythrocyte membrane protein band 4.1 like 5
Ptpn4,4440,800,1007,721,"protein tyrosine phosphatase, non-receptor type 4"
Tmem177,1181,217,197,196,transmembrane protein 177
Cfap221,16,0,0,0,cilia and flagella associated protein 221
Sctr,4,0,0,1,secretin receptor
Tmem37,58,6,13,84,transmembrane protein 37
Dbi,4946,1176,711,1337,diazepam binding inhibitor
3110009E18Rik,283,55,52,61,RIKEN cDNA 3110009E18 gene
Steap3,4205,819,331,722,STEAP family member 3
C1ql2,402,0,0,0,"complement component 1, q subcomponent-like 2"
Marco,3,0,0,0,macrophage receptor with collagenous structure
En1,0,59,6,125,engrailed 1
Insig2,465,502,575,534,insulin induced gene 2
Ccdc93,740,908,948,1197,coiled-coil domain containing 93
Htr5b,2,3,0,1,5-hydroxytryptamine (serotonin) receptor 5B
Ddx18,3373,2396,4591,4801,DEAD box helicase 18
Dpp10,0,0,0,0,dipeptidylpeptidase 10
Actr3,10781,6001,8742,12529,ARP3 actin-related protein 3
Slc35f5,820,702,404,710,"solute carrier family 35, member F5"
Gpr39,5,12,32,52,G protein-coupled receptor 39
Lypd1,3,1,0,3,Ly6/Plaur domain containing 1
Nckap5,33,53,6,15,NCK-associated protein 5
Mgat5,368,333,327,408,mannoside acetylglucosaminyltransferase 5
Tmem163,0,0,1,0,transmembrane protein 163
Acmsd,1,0,4,0,amino carboxymuconate semialdehyde decarboxylase
Ccnt2,830,684,630,680,cyclin T2
Map3k19,5,2,6,2,mitogen-activated protein kinase kinase kinase 19
Rab3gap1,924,943,1532,1036,RAB3 GTPase activating protein subunit 1
Zranb3,442,543,335,393,"zinc finger, RAN-binding domain containing 3"
R3hdm1,2486,2250,2306,2961,R3H domain containing 1
Ubxn4,2024,1950,1918,2813,UBX domain protein 4
Lct,2,8,7,9,lactase
Mcm6,5279,6003,6877,7436,minichromosome maintenance complex component 6
Dars1,3256,3230,4233,4142,aspartyl-tRNA synthetase 1
Cxcr4,12,0,0,0,C-X-C motif chemokine receptor 4
Thsd7b,1,0,0,1,"thrombospondin, type I, domain containing 7B"
Cd55b,1,0,0,0,"CD55 molecule, decay accelerating factor for complement B"
Cd55,19,6,63,34,"CD55 molecule, decay accelerating factor for complement"
Zp3r,0,0,0,0,zona pellucida 3 receptor
C4bp,0,0,0,0,complement component 4 binding protein
Pfkfb2,299,435,265,529,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
Yod1,269,181,297,305,YOD1 deubiquitinase
AA986860,8,10,24,15,expressed sequence AA986860
Fcamr,0,0,0,0,"Fc receptor, IgA, IgM, high affinity"
Pigr,0,0,0,0,polymeric immunoglobulin receptor
Fcmr,0,0,8,0,Fc fragment of IgM receptor
Il24,0,0,2,2,interleukin 24
Il20,0,0,0,0,interleukin 20
Il19,0,0,1,0,interleukin 19
Il10,3,0,0,0,interleukin 10
Mapkapk2,3476,1924,3158,5017,MAP kinase-activated protein kinase 2
Dyrk3,165,78,215,214,dual-specificity tyrosine phosphorylation regulated kinase 3
Eif2d,775,1027,1296,991,eukaryotic translation initiation factor 2D
Rassf5,18,9,45,67,Ras association (RalGDS/AF-6) domain family member 5
Ikbke,51,71,27,111,inhibitor of kappaB kinase epsilon
Srgap2,1141,1507,1394,1682,SLIT-ROBO Rho GTPase activating protein 2
Fam72a,133,118,212,221,"family with sequence similarity 72, member A"
Avpr1b,0,0,0,0,arginine vasopressin receptor 1B
Ctse,0,0,0,0,cathepsin E
Rab7b,141,33,290,173,"RAB7B, member RAS oncogene family"
Slc26a9,0,0,0,0,"solute carrier family 26, member 9"
Pm20d1,18,1,0,0,peptidase M20 domain containing 1
Slc41a1,902,744,757,1018,"solute carrier family 41, member 1"
Rab29,155,129,115,120,"RAB29, member RAS oncogene family"
Nucks1,6466,6111,6959,6504,nuclear casein kinase and cyclin-dependent kinase substrate 1
Slc45a3,69,48,31,23,"solute carrier family 45, member 3"
Elk4,211,197,259,315,"ELK4, member of ETS oncogene family"
Mfsd4a,673,824,717,890,major facilitator superfamily domain containing 4A
Cdk18,281,134,126,172,cyclin dependent kinase 18
Gm29695,4,5,0,0,"predicted gene, 29695"
Lemd1,4,2,0,0,LEM domain containing 1
Gm7241,0,0,1,14,predicted pseudogene 7241
Klhdc8a,14,54,79,241,kelch domain containing 8A
Nuak2,73,39,28,289,"NUAK family, SNF1-like kinase, 2"
Tmcc2,239,496,373,628,transmembrane and coiled-coil domains 2
Dstyk,406,586,421,421,dual serine/threonine and tyrosine protein kinase
Rbbp5,1010,895,1140,1247,"retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit"
Tmem81,0,0,0,0,transmembrane protein 81
Cntn2,2,0,0,1,contactin 2
Nfasc,9,14,15,0,neurofascin
Lrrn2,5,7,0,0,"leucine rich repeat protein 2, neuronal"
Mdm4,1616,1939,1397,1289,transformed mouse 3T3 cell double minute 4
Pik3c2b,117,115,88,133,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
Ppp1r15b,2986,2721,3302,3502,"protein phosphatase 1, regulatory subunit 15B"
Plekha6,174,45,91,43,"pleckstrin homology domain containing, family A member 6"
Golt1a,0,0,0,0,golgi transport 1A
Kiss1,1,0,0,0,KiSS-1 metastasis-suppressor
Ren1,2,0,0,0,renin 1 structural
Etnk2,10,3,0,0,ethanolamine kinase 2
Sox13,127,122,32,23,SRY (sex determining region Y)-box 13
Snrpe,1265,1072,1831,1574,small nuclear ribonucleoprotein E
Zc3h11a,108,132,103,137,zinc finger CCCH type containing 11A
Zbed6,1169,1466,1075,1290,"zinc finger, BED type containing 6"
Lax1,0,1,3,0,lymphocyte transmembrane adaptor 1
Atp2b4,1634,456,40,42,"ATPase, Ca++ transporting, plasma membrane 4"
Optc,5,3,5,14,opticin
Prelp,724,451,38,13,proline arginine-rich end leucine-rich repeat
Fmod,1040,1897,3,59,fibromodulin
Btg2,397,556,248,146,BTG anti-proliferation factor 2
Gm8618,1,1,6,4,predicted gene 8618
Chit1,11,2,0,1,chitinase 1
Chi3l1,10,0,0,0,chitinase 3 like 1
Mybph,1,0,0,0,myosin binding protein H
Adora1,36,1,4,0,adenosine A1 receptor
Myog,0,0,0,0,myogenin
Ppfia4,59,9,5,9,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4"
Tmem183a,1594,1186,2098,2869,transmembrane protein 183A
Mgat4f,0,0,0,0,"MGAT4 family, member F"
Cyb5r1,919,953,1532,1072,cytochrome b5 reductase 1
Adipor1,2826,2970,2874,3717,adiponectin receptor 1
Klhl12,530,501,663,592,kelch-like 12
Rabif,547,558,591,747,RAB interacting factor
Mgat4e,4,2,2,3,"MGAT4 family, member E"
Kdm5b,1046,1007,869,664,lysine demethylase 5B
Syt2,17,1,1,0,synaptotagmin II
Ppp1r12b,424,736,687,791,"protein phosphatase 1, regulatory subunit 12B"
Ube2t,540,203,338,273,ubiquitin-conjugating enzyme E2T
Lgr6,4612,19,286,3,leucine-rich repeat-containing G protein-coupled receptor 6
Ptprv,277,9,3,7,protein tyrosine phosphatase receptor type V
Ptpn7,23,0,7,2,"protein tyrosine phosphatase, non-receptor type 7"
Arl8a,620,581,776,910,ADP-ribosylation factor-like 8A
Gpr37l1,4,10,0,0,G protein-coupled receptor 37-like 1
Elf3,48,1,2,2,E74-like factor 3
Rnpep,622,1030,891,1359,arginyl aminopeptidase (aminopeptidase B)
Timm17a,1470,1113,1759,1799,translocase of inner mitochondrial membrane 17a
Lmod1,45,238,16,130,leiomodin 1 (smooth muscle)
Shisa4,30,117,72,193,shisa family member 4
Ipo9,4215,5025,4670,6726,importin 9
Nav1,567,690,1055,1374,neuron navigator 1
Csrp1,5594,3458,2312,5118,cysteine and glycine-rich protein 1
Phlda3,408,547,209,469,"pleckstrin homology like domain, family A, member 3"
Tnni1,8,14,2,1,"troponin I, skeletal, slow 1"
Lad1,3,8,21,8,ladinin
Tnnt2,50,41,20,18,"troponin T2, cardiac"
Pkp1,325,5,9,2,plakophilin 1
Igfn1,0,151,0,0,immunoglobulin-like and fibronectin type III domain containing 1
Tmem9,709,883,460,660,transmembrane protein 9
Ascl5,1,9,0,0,achaete-scute family bHLH transcription factor 5
Cacna1s,116,0,2,0,"calcium channel, voltage-dependent, L type, alpha 1S subunit"
Kif21b,727,466,100,316,kinesin family member 21B
Mroh3,5,0,0,3,maestro heat-like repeat family member 3
Inava,102,52,60,352,innate immunity activator
Gpr25,0,0,0,0,G protein-coupled receptor 25
Camsap2,1406,1471,1821,2036,"calmodulin regulated spectrin-associated protein family, member 2"
Ddx59,172,187,207,240,DEAD box helicase 59
Kif14,948,1023,938,1092,kinesin family member 14
Zfp281,895,908,2132,1115,zinc finger protein 281
Gm41958,6,0,5,10,"predicted gene, 41958"
Nr5a2,55,1,0,0,"nuclear receptor subfamily 5, group A, member 2"
Ptprc,0,1,0,4,protein tyrosine phosphatase receptor type C
Atp6v1g3,0,0,0,0,"ATPase, H+ transporting, lysosomal V1 subunit G3"
Nek7,1816,1705,2184,2520,NIMA (never in mitosis gene a)-related expressed kinase 7
Lhx9,22,13,1,13,LIM homeobox protein 9
2310009B15Rik,110,107,101,144,RIKEN cDNA 2310009B15 gene
Dennd1b,247,127,200,171,DENN domain containing 1B
Crb1,0,1,0,0,"crumbs family member 1, photoreceptor morphogenesis associated"
Zbtb41,1316,1334,1499,1676,zinc finger and BTB domain containing 41
Aspm,1690,1774,1854,1947,abnormal spindle microtubule assembly
F13b,0,0,0,0,"coagulation factor XIII, beta subunit"
Cfhr1,0,0,0,0,complement factor H-related 1
Cfhr3,0,0,0,0,complement factor H-related 3
Cfhr4,0,0,0,0,complement factor H-related 4
Cfhr2,0,0,1,0,complement factor H-related 2
Cfh,6,26,197,24,complement component factor h
Kcnt2,13,54,19,6,"potassium channel, subfamily T, member 2"
Cdc73,1621,1466,2005,1943,"cell division cycle 73, Paf1/RNA polymerase II complex component"
B3galt2,3,0,1,0,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2"
Glrx2,453,479,457,484,glutaredoxin 2
Ro60,1364,2610,2159,1822,"Ro60, Y RNA binding protein"
Uchl5,1220,883,1534,1926,ubiquitin carboxyl-terminal esterase L5
Rgs2,94,222,266,98,regulator of G-protein signaling 2
Rgs13,0,0,0,0,regulator of G-protein signaling 13
Rgs1,0,0,0,2,regulator of G-protein signaling 1
Rgs21,0,0,0,0,regulator of G-protein signalling 21
Rgs18,0,0,0,1,regulator of G-protein signaling 18
Gm53480,1,0,5,0,"predicted gene, 53480"
Brinp3,1,4,0,219,bone morphogenetic protein/retinoic acid inducible neural specific 3
Pla2g4a,206,674,1560,2647,"phospholipase A2, group IVA (cytosolic, calcium-dependent)"
Ptgs2,105,597,3044,7504,prostaglandin-endoperoxide synthase 2
Rbm3-ps,1053,1445,1253,1881,"RNA binding motif (RNP1, RRM) protein 3"
Pdc,0,0,0,0,phosducin
Odr4,464,798,527,648,odr4 GPCR localization factor homolog
Tpr,5137,5175,7822,8847,"translocated promoter region, nuclear basket protein"
Prg4,24,173,84,8,"proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)"
Hmcn1,70,472,18,44,hemicentin 1
Gm47985,1,0,0,1,"predicted gene, 47985"
