X,BC07_tumor,BC08_tumor,BC09_tumor,BC10_tumor,GENENAME
A630001G21Rik,102,26,13,9,RIKEN cDNA A630001G21 gene
Cab39,1818,2411,3195,2112,calcium binding protein 39
Itm2c,2269,3915,3325,2917,integral membrane protein 2C
Gpr55,4,1,0,0,G protein-coupled receptor 55
Spata3,0,0,0,0,spermatogenesis associated 3
2810459M11Rik,2,2,0,0,RIKEN cDNA 2810459M11 gene
Psmd1,4958,4624,3622,5338,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1"
Htr2b,3,24,12,8,5-hydroxytryptamine (serotonin) receptor 2B
Armc9,275,195,354,245,armadillo repeat containing 9
B3gnt7,3,3,2,4,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"
Gm5258,0,0,0,0,predicted gene 5258
Ncl,26443,17446,30444,24285,nucleolin
Nmur1,0,1,1,0,neuromedin U receptor 1
Tex44,0,0,0,0,testis expressed 44
Ptma,47427,21679,43835,32416,prothymosin alpha
Pde6d,450,470,603,482,"phosphodiesterase 6D, cGMP-specific, rod, delta"
Cops7b,612,436,646,503,COP9 signalosome subunit 7B
Nppc,6,70,17,1,natriuretic peptide type C
Dis3l2,333,204,361,157,DIS3 like 3'-5' exoribonuclease 2
Alppl2,0,0,0,0,"alkaline phosphatase, placental-like 2"
Alpi,1,0,0,0,"alkaline phosphatase, intestinal"
Akp3,0,0,0,0,"alkaline phosphatase 3, intestine, not Mn requiring"
Ecel1,0,10,2,1,endothelin converting enzyme-like 1
Prss56,1,2,3,4,serine protease 56
Chrnd,0,5,0,0,"cholinergic receptor, nicotinic, delta polypeptide"
Chrng,0,11,0,0,"cholinergic receptor, nicotinic, gamma polypeptide"
Eif4e2,1925,1911,2271,1832,eukaryotic translation initiation factor 4E member 2
Efhd1,4,9,37,0,EF hand domain containing 1
Gigyf2,1521,1358,1851,1426,GRB10 interacting GYF protein 2
Kcnj13,12,4,8,1,"potassium inwardly-rectifying channel, subfamily J, member 13"
Snorc,23,0,30,0,secondary ossification center associated regulator of chondrocyte maturation
Ngef,63,10,47,4,neuronal guanine nucleotide exchange factor
Neu2,0,0,0,0,neuraminidase 2
Inpp5d,132,111,18,30,inositol polyphosphate-5-phosphatase D
Atg16l1,669,621,753,538,autophagy related 16 like 1
Sag,4,0,4,1,"S-antigen, retina and pineal gland (arrestin)"
Dgkd,1506,1291,2755,1335,"diacylglycerol kinase, delta"
Usp40,903,927,1086,815,ubiquitin specific peptidase 40
Ugt1a10,0,0,0,0,"UDP glycosyltransferase 1 family, polypeptide A10"
Ugt1a9,0,1,0,0,"UDP glucuronosyltransferase 1 family, polypeptide A9"
Ugt1a8,0,0,0,0,"UDP glucuronosyltransferase 1 family, polypeptide A8"
Ugt1a7c,5,373,77,99,"UDP glucuronosyltransferase 1 family, polypeptide A7C"
Ugt1a6b,0,3,3,1,"UDP glucuronosyltransferase 1 family, polypeptide A6B"
Ugt1a6a,5,89,25,73,"UDP glucuronosyltransferase 1 family, polypeptide A6A"
Ugt1a5,0,0,0,1,"UDP glucuronosyltransferase 1 family, polypeptide A5"
Ugt1a2,0,0,0,1,"UDP glucuronosyltransferase 1 family, polypeptide A2"
Dnajb3,26,27,9,6,DnaJ heat shock protein family (Hsp40) member B3
Ugt1a1,0,0,3,0,"UDP glucuronosyltransferase 1 family, polypeptide A1"
Mroh2a,0,3,2,0,maestro heat-like repeat family member 2A
Hjurp,6786,3954,5571,4708,Holliday junction recognition protein
Trpm8,11,0,0,0,"transient receptor potential cation channel, subfamily M, member 8"
Spp2,0,0,0,0,secreted phosphoprotein 2
Glrp1,42,12,60,8,glutamine repeat protein 1
Arl4c,1810,670,1934,415,ADP-ribosylation factor-like 4C
Sh3bp4,2577,763,1221,1225,SH3-domain binding protein 4
Agap1,1149,610,2001,1028,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
Gbx2,0,51,9,0,gastrulation brain homeobox 2
LOC102637806,0,11,0,5,uncharacterized LOC102637806
Asb18,0,0,0,0,ankyrin repeat and SOCS box-containing 18
Iqca1,1,0,0,0,IQ motif containing with AAA domain 1
Ackr3,364,515,722,455,atypical chemokine receptor 3
Cops8,1644,1408,1994,1685,COP9 signalosome subunit 8
Col6a3,7635,22889,9575,14575,"collagen, type VI, alpha 3"
Mlph,88,9,111,15,melanophilin
Prlh,0,0,0,0,prolactin releasing hormone
Rab17,14,4,135,0,"RAB17, member RAS oncogene family"
Lrrfip1,1334,5067,3045,2576,leucine rich repeat (in FLII) interacting protein 1
Rbm44,5,1,0,1,RNA binding motif protein 44
Ramp1,49,49,69,7,receptor (calcitonin) activity modifying protein 1
Ube2f,544,797,800,664,ubiquitin-conjugating enzyme E2F (putative)
Scly,364,318,966,595,selenocysteine lyase
Espnl,22,0,22,7,espin-like
Klhl30,193,75,187,11,kelch-like 30
Erfe,159,172,126,77,erythroferrone
Ilkap,822,666,1100,788,integrin-linked kinase-associated serine/threonine phosphatase 2C
Hes6,241,287,584,273,hairy and enhancer of split 6
Per2,187,225,170,68,period circadian clock 2
Traf3ip1,247,245,344,235,TRAF3 interacting protein 1
Asb1,226,518,473,406,ankyrin repeat and SOCS box-containing 1
Twist2,955,628,1394,1017,twist basic helix-loop-helix transcription factor 2
Hdac4,331,678,1212,793,histone deacetylase 4
Ndufa10,1771,1409,2531,1717,NADH:ubiquinone oxidoreductase subunit A10
Or6b2,0,0,0,0,olfactory receptor family 6 subfamily B member 2
Or6b2b,0,0,0,0,olfactory receptor family 6 subfamily B member 2B
Or6b3,0,0,0,0,olfactory receptor family 6 subfamily B member 3
Or9s23,0,0,0,0,olfactory receptor family 9 subfamily S member 23
Or9s27,0,0,0,0,olfactory receptor family 9 subfamily S member 27
Or9s15,0,0,0,0,olfactory receptor family 9 subfamily S member 15
Or9s14,0,0,0,0,olfactory receptor family 9 subfamily S member 14
Or9s13,0,0,2,0,olfactory receptor family 9 subfamily S member 13
Cops9,464,413,550,326,COP9 signalosome subunit 9
Otos,4,1,4,3,otospiralin
Gpc1,9365,2286,3726,2133,glypican 1
Ankmy1,14,2,8,5,ankyrin repeat and MYND domain containing 1
Dusp28,113,50,143,31,dual specificity phosphatase 28
Rnpepl1,728,923,977,428,arginyl aminopeptidase (aminopeptidase B)-like 1
Capn10,404,366,528,388,calpain 10
Gpr35,23,70,29,103,G protein-coupled receptor 35
Aqp12,0,0,0,0,aquaporin 12
Kif1a,247,1458,141,275,kinesin family member 1A
Agxt,0,2,0,0,alanine-glyoxylate aminotransferase
Mab21l4,4,1,6,0,mab-21-like 4
Crocc2,494,19,4,7,"ciliary rootlet coiled-coil, rootletin family member 2"
Sned1,2655,430,44,99,"sushi, nidogen and EGF-like domains 1"
Mterf4,275,189,311,188,mitochondrial transcription termination factor 4
Pask,387,335,639,398,PAS domain containing serine/threonine kinase
Ppp1r7,1053,969,1181,951,"protein phosphatase 1, regulatory subunit 7"
Ano7,5,6,0,0,anoctamin 7
Hdlbp,10111,18876,12070,17046,high density lipoprotein (HDL) binding protein
Gm17415,5,3,3,2,"predicted gene, 17415"
Septin2,4634,6086,7074,6601,septin 2
Farp2,280,297,292,244,"FERM, RhoGEF and pleckstrin domain protein 2"
Stk25,1093,1449,1921,1535,serine/threonine kinase 25 (yeast)
Bok,1314,1269,1618,1112,BCL2-related ovarian killer
Thap4,736,670,986,719,THAP domain containing 4
Atg4b,695,881,1013,791,"autophagy related 4B, cysteine peptidase"
Dtymk,2417,1465,2420,1524,deoxythymidylate kinase
Ing5,686,565,746,618,"inhibitor of growth family, member 5"
D2hgdh,252,270,423,309,D-2-hydroxyglutarate dehydrogenase
Gal3st2,7,390,23,23,galactose-3-O-sulfotransferase 2
Gal3st2b,3,138,10,11,galactose-3-O-sulfotransferase 2B
Gal3st2c,1,19,0,1,galactose-3-O-sulfotransferase 2C
Neu4,0,0,2,0,sialidase 4
Pdcd1,73,0,0,0,programmed cell death 1
Fam174a,379,304,338,208,"family with sequence similarity 174, member A"
St8sia4,61,97,33,20,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
Slco4c1,14,0,0,0,"solute carrier organic anion transporter family, member 4C1"
Slco6c1,0,0,0,0,"solute carrier organic anion transporter family, member 6c1"
Gm7133,0,0,0,0,predicted gene 7133
Gm7135,0,0,0,0,predicted gene 7135
Macir,498,465,938,626,macrophage immunometabolism regulator
Ppip5k2,1138,1004,1816,1054,diphosphoinositol pentakisphosphate kinase 2
Gin1,244,144,228,108,gypsy retrotransposon integrase 1
Pam,5471,2493,1733,1684,peptidylglycine alpha-amidating monooxygenase
Slco6d1,0,1,0,1,"solute carrier organic anion transporter family, member 6d1"
Cntnap5b,28,0,0,0,contactin associated protein-like 5B
Gm53575,70,122,42,108,"predicted gene, 53575"
Gm29667,18,15,7,24,predicted gene 29667
Cdh20,0,0,0,0,cadherin 20
Rnf152,4,30,17,49,ring finger protein 152
Pign,985,1282,2239,1619,"phosphatidylinositol glycan anchor biosynthesis, class N"
Relch,537,734,687,571,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
Gm10193,6,2,3,2,predicted gene 10193
Tnfrsf11a,9,89,14,268,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator"
Zcchc2,563,657,875,880,"zinc finger, CCHC domain containing 2"
Phlpp1,233,702,882,706,PH domain and leucine rich repeat protein phosphatase 1
Bcl2,978,412,371,198,B cell leukemia/lymphoma 2
Kdsr,808,588,1025,528,3-ketodihydrosphingosine reductase
Vps4b,1415,1403,2348,1542,vacuolar protein sorting 4B
Serpinb5,0,7,1,0,"serine (or cysteine) peptidase inhibitor, clade B, member 5"
Serpinb12,0,0,0,3,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12"
Serpinb13,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13"
Serpinb3a,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3A"
Serpinb3d,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3D"
Serpinb3b,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3B"
Serpinb3c,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B, member 3C"
Serpinb11,0,0,0,0,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 11"
Serpinb7,0,0,0,1,"serine (or cysteine) peptidase inhibitor, clade B, member 7"
Serpinb2,1,89,5,2,"serine (or cysteine) peptidase inhibitor, clade B, member 2"
Serpinb10,0,0,0,1,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10"
Serpinb8,3,35,24,5,"serine (or cysteine) peptidase inhibitor, clade B, member 8"
Cdh7,0,0,0,0,"cadherin 7, type 2"
Cdh19,0,18,676,0,"cadherin 19, type 2"
Dsel,246,536,299,393,dermatan sulfate epimerase-like
Cntnap5a,2,2,1,3,contactin associated protein-like 5A
B020011L13Rik,1,0,0,0,RIKEN cDNA B020011L13 gene
Tsn,4166,2423,3712,2744,translin
Nifk,3158,1043,2304,1336,nucleolar protein interacting with the FHA domain of MKI67
Clasp1,2301,1930,1955,1749,CLIP associating protein 1
Tfcp2l1,209,14,16,3,transcription factor CP2-like 1
Gli2,16764,405,2025,627,GLI-Kruppel family member GLI2
Inhbb,1623,1715,977,339,inhibin beta-B
Ralb,7397,1358,1249,1206,v-ral simian leukemia viral oncogene B
Tmem185b,8202,478,658,435,transmembrane protein 185B
Epb41l5,1480,182,299,162,erythrocyte membrane protein band 4.1 like 5
Ptpn4,6554,362,914,318,"protein tyrosine phosphatase, non-receptor type 4"
Tmem177,1921,148,325,123,transmembrane protein 177
Cfap221,10,0,0,0,cilia and flagella associated protein 221
Sctr,17,0,0,0,secretin receptor
Tmem37,93,132,70,75,transmembrane protein 37
Dbi,8605,944,2041,1226,diazepam binding inhibitor
3110009E18Rik,461,21,50,34,RIKEN cDNA 3110009E18 gene
Steap3,9992,293,585,475,STEAP family member 3
C1ql2,458,0,0,0,"complement component 1, q subcomponent-like 2"
Marco,10,15,0,4,macrophage receptor with collagenous structure
En1,0,32,23,165,engrailed 1
Insig2,587,610,1137,510,insulin induced gene 2
Ccdc93,593,673,987,710,coiled-coil domain containing 93
Htr5b,0,0,0,1,5-hydroxytryptamine (serotonin) receptor 5B
Ddx18,2720,1722,2535,2239,DEAD box helicase 18
Dpp10,0,0,0,0,dipeptidylpeptidase 10
Actr3,13997,11105,8987,9012,ARP3 actin-related protein 3
Slc35f5,1181,793,740,685,"solute carrier family 35, member F5"
Gpr39,24,530,71,98,G protein-coupled receptor 39
Lypd1,3,13,0,1,Ly6/Plaur domain containing 1
Nckap5,43,32,31,27,NCK-associated protein 5
Mgat5,260,521,589,231,mannoside acetylglucosaminyltransferase 5
Tmem163,0,5,0,1,transmembrane protein 163
Acmsd,0,0,0,0,amino carboxymuconate semialdehyde decarboxylase
Ccnt2,759,592,730,460,cyclin T2
Map3k19,7,12,0,8,mitogen-activated protein kinase kinase kinase 19
Rab3gap1,937,961,1044,833,RAB3 GTPase activating protein subunit 1
Zranb3,486,212,553,264,"zinc finger, RAN-binding domain containing 3"
R3hdm1,2049,1503,2719,1828,R3H domain containing 1
Ubxn4,2028,2068,2519,1861,UBX domain protein 4
Lct,11,6,4,2,lactase
Mcm6,5012,3447,5972,4116,minichromosome maintenance complex component 6
Dars1,2654,2337,3851,2508,aspartyl-tRNA synthetase 1
Cxcr4,91,52,18,11,C-X-C motif chemokine receptor 4
Thsd7b,0,1,0,5,"thrombospondin, type I, domain containing 7B"
Cd55b,0,1,0,1,"CD55 molecule, decay accelerating factor for complement B"
Cd55,11,346,272,134,"CD55 molecule, decay accelerating factor for complement"
Zp3r,0,0,0,0,zona pellucida 3 receptor
C4bp,0,5,0,0,complement component 4 binding protein
Pfkfb2,315,435,343,307,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
Yod1,276,165,279,164,YOD1 deubiquitinase
AA986860,13,15,37,16,expressed sequence AA986860
Fcamr,0,0,0,0,"Fc receptor, IgA, IgM, high affinity"
Pigr,0,0,0,0,polymeric immunoglobulin receptor
Fcmr,0,2,2,3,Fc fragment of IgM receptor
Il24,0,0,3,0,interleukin 24
Il20,0,0,0,0,interleukin 20
Il19,0,1,0,0,interleukin 19
Il10,0,0,0,0,interleukin 10
Mapkapk2,3469,4102,3311,4361,MAP kinase-activated protein kinase 2
Dyrk3,116,83,239,107,dual-specificity tyrosine phosphorylation regulated kinase 3
Eif2d,877,766,1228,890,eukaryotic translation initiation factor 2D
Rassf5,26,47,39,45,Ras association (RalGDS/AF-6) domain family member 5
Ikbke,126,165,94,214,inhibitor of kappaB kinase epsilon
Srgap2,1032,1152,1903,1138,SLIT-ROBO Rho GTPase activating protein 2
Fam72a,142,95,155,122,"family with sequence similarity 72, member A"
Avpr1b,0,0,0,0,arginine vasopressin receptor 1B
Ctse,0,3,5,0,cathepsin E
Rab7b,209,256,412,248,"RAB7B, member RAS oncogene family"
Slc26a9,0,0,2,0,"solute carrier family 26, member 9"
Pm20d1,0,0,0,0,peptidase M20 domain containing 1
Slc41a1,949,1070,1293,944,"solute carrier family 41, member 1"
Rab29,245,253,168,188,"RAB29, member RAS oncogene family"
Nucks1,4837,3672,5030,3561,nuclear casein kinase and cyclin-dependent kinase substrate 1
Slc45a3,19,73,43,31,"solute carrier family 45, member 3"
Elk4,264,175,230,168,"ELK4, member of ETS oncogene family"
Mfsd4a,944,724,870,662,major facilitator superfamily domain containing 4A
Cdk18,333,176,202,319,cyclin dependent kinase 18
Gm29695,6,0,1,1,"predicted gene, 29695"
Lemd1,1,0,0,0,LEM domain containing 1
Gm7241,0,2,0,2,predicted pseudogene 7241
Klhdc8a,28,154,20,40,kelch domain containing 8A
Nuak2,164,569,126,221,"NUAK family, SNF1-like kinase, 2"
Tmcc2,326,758,698,580,transmembrane and coiled-coil domains 2
Dstyk,421,588,636,445,dual serine/threonine and tyrosine protein kinase
Rbbp5,854,611,1423,765,"retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit"
Tmem81,0,0,0,0,transmembrane protein 81
Cntn2,0,56,3,6,contactin 2
Nfasc,9,154,347,24,neurofascin
Lrrn2,16,27,15,2,"leucine rich repeat protein 2, neuronal"
Mdm4,1303,1433,1999,989,transformed mouse 3T3 cell double minute 4
Pik3c2b,161,201,202,123,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
Ppp1r15b,2513,2697,4359,2711,"protein phosphatase 1, regulatory subunit 15B"
Plekha6,492,48,157,59,"pleckstrin homology domain containing, family A member 6"
Golt1a,0,0,0,0,golgi transport 1A
Kiss1,1,0,0,0,KiSS-1 metastasis-suppressor
Ren1,2,0,1,0,renin 1 structural
Etnk2,4,2,12,3,ethanolamine kinase 2
Sox13,116,188,187,83,SRY (sex determining region Y)-box 13
Snrpe,1286,904,1918,1031,small nuclear ribonucleoprotein E
Zc3h11a,118,129,159,103,zinc finger CCCH type containing 11A
Zbed6,985,1647,1400,917,"zinc finger, BED type containing 6"
Lax1,8,4,0,1,lymphocyte transmembrane adaptor 1
Atp2b4,1447,989,313,258,"ATPase, Ca++ transporting, plasma membrane 4"
Optc,7,43,14,15,opticin
Prelp,1474,4458,655,194,proline arginine-rich end leucine-rich repeat
Fmod,1775,453,18,90,fibromodulin
Btg2,392,1007,929,391,BTG anti-proliferation factor 2
Gm8618,3,0,0,1,predicted gene 8618
Chit1,4,1,6,0,chitinase 1
Chi3l1,59,1,0,1,chitinase 3 like 1
Mybph,0,35,0,0,myosin binding protein H
Adora1,67,0,4,2,adenosine A1 receptor
Myog,0,43,0,0,myogenin
Ppfia4,106,16,10,7,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4"
Tmem183a,1521,1490,1775,1838,transmembrane protein 183A
Mgat4f,0,1,0,0,"MGAT4 family, member F"
Cyb5r1,941,1538,3384,1410,cytochrome b5 reductase 1
Adipor1,2726,3508,2826,2567,adiponectin receptor 1
Klhl12,421,412,701,461,kelch-like 12
Rabif,489,718,490,576,RAB interacting factor
Mgat4e,0,1,5,4,"MGAT4 family, member E"
Kdm5b,851,1170,1424,1296,lysine demethylase 5B
Syt2,13,0,2,1,synaptotagmin II
Ppp1r12b,595,1852,761,591,"protein phosphatase 1, regulatory subunit 12B"
Ube2t,411,198,414,189,ubiquitin-conjugating enzyme E2T
Lgr6,1523,427,291,6,leucine-rich repeat-containing G protein-coupled receptor 6
Ptprv,445,4,7,3,protein tyrosine phosphatase receptor type V
Ptpn7,19,18,0,11,"protein tyrosine phosphatase, non-receptor type 7"
Arl8a,766,1723,985,1010,ADP-ribosylation factor-like 8A
Gpr37l1,20,5,41,0,G protein-coupled receptor 37-like 1
Elf3,109,6,14,1,E74-like factor 3
Rnpep,718,1639,951,1102,arginyl aminopeptidase (aminopeptidase B)
Timm17a,1215,1728,1314,1354,translocase of inner mitochondrial membrane 17a
Lmod1,166,3306,368,607,leiomodin 1 (smooth muscle)
Shisa4,58,451,166,227,shisa family member 4
Ipo9,3230,4287,4334,4359,importin 9
Nav1,719,2318,1817,1083,neuron navigator 1
Csrp1,7799,17756,7777,7677,cysteine and glycine-rich protein 1
Phlda3,417,2503,904,796,"pleckstrin homology like domain, family A, member 3"
Tnni1,2,38,26,0,"troponin I, skeletal, slow 1"
Lad1,8,53,84,1,ladinin
Tnnt2,21,68,111,2,"troponin T2, cardiac"
Pkp1,631,29,34,0,plakophilin 1
Igfn1,0,1,0,0,immunoglobulin-like and fibronectin type III domain containing 1
Tmem9,774,624,1322,709,transmembrane protein 9
Ascl5,0,0,1,0,achaete-scute family bHLH transcription factor 5
Cacna1s,82,11,9,1,"calcium channel, voltage-dependent, L type, alpha 1S subunit"
Kif21b,377,335,1189,1203,kinesin family member 21B
Mroh3,0,3,4,0,maestro heat-like repeat family member 3
Inava,173,215,239,489,innate immunity activator
Gpr25,1,0,3,0,G protein-coupled receptor 25
Camsap2,1232,1603,1382,1279,"calmodulin regulated spectrin-associated protein family, member 2"
Ddx59,121,121,219,165,DEAD box helicase 59
Kif14,714,722,785,747,kinesin family member 14
Zfp281,912,1310,1546,913,zinc finger protein 281
Gm41958,6,2,3,4,"predicted gene, 41958"
Nr5a2,85,24,4,0,"nuclear receptor subfamily 5, group A, member 2"
Ptprc,25,35,3,18,protein tyrosine phosphatase receptor type C
Atp6v1g3,0,0,0,0,"ATPase, H+ transporting, lysosomal V1 subunit G3"
Nek7,1714,2006,2200,1595,NIMA (never in mitosis gene a)-related expressed kinase 7
Lhx9,0,4,0,7,LIM homeobox protein 9
2310009B15Rik,131,49,129,117,RIKEN cDNA 2310009B15 gene
Dennd1b,165,106,119,96,DENN domain containing 1B
Crb1,1,0,0,0,"crumbs family member 1, photoreceptor morphogenesis associated"
Zbtb41,916,1168,1117,812,zinc finger and BTB domain containing 41
Aspm,1303,1164,1433,1063,abnormal spindle microtubule assembly
F13b,0,0,0,0,"coagulation factor XIII, beta subunit"
Cfhr1,0,0,0,0,complement factor H-related 1
Cfhr3,0,0,0,0,complement factor H-related 3
Cfhr4,0,0,0,0,complement factor H-related 4
Cfhr2,0,1,1,0,complement factor H-related 2
Cfh,36,353,810,75,complement component factor h
Kcnt2,16,13,115,21,"potassium channel, subfamily T, member 2"
Cdc73,1192,1103,1631,1094,"cell division cycle 73, Paf1/RNA polymerase II complex component"
B3galt2,0,0,3,1,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2"
Glrx2,400,345,512,356,glutaredoxin 2
Ro60,1054,1536,1476,1231,"Ro60, Y RNA binding protein"
Uchl5,1119,715,1452,1037,ubiquitin carboxyl-terminal esterase L5
Rgs2,77,123,538,118,regulator of G-protein signaling 2
Rgs13,0,0,10,0,regulator of G-protein signaling 13
Rgs1,5,27,7,17,regulator of G-protein signaling 1
Rgs21,0,0,0,0,regulator of G-protein signalling 21
Rgs18,0,0,0,0,regulator of G-protein signaling 18
Gm53480,0,6,0,11,"predicted gene, 53480"
Brinp3,6,19,27,558,bone morphogenetic protein/retinoic acid inducible neural specific 3
Pla2g4a,298,3487,1837,2369,"phospholipase A2, group IVA (cytosolic, calcium-dependent)"
Ptgs2,493,24295,3951,5906,prostaglandin-endoperoxide synthase 2
Rbm3-ps,1394,1155,1193,1324,"RNA binding motif (RNP1, RRM) protein 3"
Pdc,0,9,0,0,phosducin
Odr4,542,547,922,649,odr4 GPCR localization factor homolog
